,id,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL,unique ID
bs1,,Woky Ko • Kaiju,"Unit 25 Cargo 2, Museum St, Bristol BS1 6ZA",Unit 25 Cargo 2,Museum St,Bristol,BS1 6ZA,CCW2+XQ Bristol,wokyko.com,0117 929 3143,,51.4473946,-2.598086,51.4473946-2.598086,No,Yes,Restaurant,2.3,4 reviews,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipPrVujtEhYP84g9GAnpE_uzAAQ4EdPKm-9TAYf5=w408-h408-k-no,,Closed,"11:30am–3pm, 4:30–10pm","11:30am–3pm, 4:30–10pm","4:30–10pm, 11:30pm–12am","12am–3pm, 4:30–10pm",11:30am–10pm,11:30am–6pm,Woky Ko • Kaiju51.4473946-2.598086
bs1,,Miller & Carter Bristol City Centre,"Marriott Bristol Royal, College Green, Bristol BS1 5TA",Marriott Bristol Royal,College Green,Bristol,BS1 5TA,FC22+JC Bristol,millerandcarter.co.uk,0117 456 9606,,51.4515654,-2.5989008,51.4515654-2.5989008,Yes,Yes,Steak house,4.2,32 reviews,,55+ Photos,https://lh5.googleusercontent.com/p/AF1QipNZBKtJGBLfm224f62x8BP35eX9jPAGTJ4Q8TLW=w408-h408-k-no,,6:30am–11pm,6:30am–11pm,6:30am–11pm,6:30am–11pm,6:30am–11pm,7am–11pm,7am–11pm,Miller & Carter Bristol City Centre51.4515654-2.5989008
bs1,,The Bristol Ram,"32 Park St, West End, Bristol BS1 5JA",32 Park St,West End,Bristol,BS1 5JA,F93X+J6 Bristol,thebristolram.co.uk,0117 925 1975,info@thebristolram.co.uk,51.4540211,-2.6019746,51.4540211-2.6019746,No,Yes,Gastropub,3.9,122 reviews,,33 Photos,https://lh5.googleusercontent.com/p/AF1QipOxNgqX5-xNpWmjVrmflK0KY5MdR9cMvrWUOW8p=w408-h283-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–2am,12pm–2am,Closed,The Bristol Ram51.4540211-2.6019746
bs1,,Honest Burgers - Bristol,"21 Clare St, Bristol BS1 1XA",,21 Clare St,Bristol,BS1 1XA,FC33+JQ Bristol,honestburgers.co.uk,0117 203 3648,,51.4540483,-2.5956075,51.4540483-2.5956075,No,Yes,Hamburger restaurant,4.5,301 reviews,,67+ Photos,https://lh5.googleusercontent.com/p/AF1QipMKi1wzNze70ShRrecNQuv7Bi5lMFNEY2p_8PuP=w408-h306-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11:30pm,11am–11pm,11am–10pm,Honest Burgers - Bristol51.4540483-2.5956075
bs1,,Revolución de Cuba,"Canon's Rd, Bristol BS1 5UH",,Canon's Rd,Bristol,BS1 5UH,CCX2+RF Bristol,revoluciondecuba.com,0117 456 4981,,51.4495673,-2.5988184,51.4495673-2.5988184,Yes,Yes,Cuban restaurant,4.2,159 reviews,,125+ Photos,https://lh5.googleusercontent.com/p/AF1QipOJyTm7K2V2DCUQMLv-Irvqmo-8QvP5sHECKTDS=w408-h200-k-no-pi-2.9338646-ya223.49693-ro-0-fo100,,10:30am–12am,10:30am–12am,10:30am–12am,10:30am–12am,10:30am–12am,10:30am–12am,10:30am–12am,Revolución de Cuba51.4495673-2.5988184
bs1,,Hotel ibis Bristol Centre,"Explore Ln, Bristol BS1 5TY",,Explore Ln,Bristol,BS1 5TY,F92X+2C Bristol,accorhotels.com,0117 319 9000,nom@domaine.com,51.4500524,-2.601379,51.4500524-2.601379,No,Yes,,4.1,937 reviews,"Free Wi-Fi, Paid parking, Air-conditioned, Laundry service",493+ Photos,https://lh5.googleusercontent.com/p/AF1QipN2MyyDC9z3jHV7D_j9aC7nEipEuej7BBb8dneO=w408-h271-k-no,,,,,,,,,Hotel ibis Bristol Centre51.4500524-2.601379
bs1,,Subway,"3b Broad Quay, Bristol BS1 4DA",,3b Broad Quay,Bristol,BS1 4DA,FC23+W8 Bristol,subway.co.uk,0117 929 7389,,51.4522945,-2.5966965,51.4522945-2.5966965,No,Yes,Sandwich shop,3.8,161 reviews,,11 Photos,https://lh5.googleusercontent.com/p/AF1QipNVsptwSAzvGSYCbOmDmSuUDlsio7Ft6TUyJsts=w408-h229-k-no,,7am–1am,7am–1am,7am–1am,7am–4am,7am–5am,8am–5am,9am–12am,Subway51.4522945-2.5966965
bs1,,Under the Stars,"The Architecture Centre, 16 Narrow Quay, Bristol BS1 4QA",The Architecture Centre,16 Narrow Quay,Bristol,BS1 4QA,FC23+Q2 Bristol,underthestarsbar.co.uk,0117 929 8392,under_the_stars@live.co.uk,51.451945,-2.5974488,51.451945-2.5974488,No,Yes,Bar,4.5,307 reviews,,153+ Photos,https://lh5.googleusercontent.com/p/AF1QipPVbA22XagkLwaPKHwsFCCjuqZR1VF7Y8-yzTWL=w408-h306-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–7pm,Under the Stars51.451945-2.5974488
bs1,,Novotel Bristol Centre Hotel,"Victoria St, Bristol BS1 6HY",,Victoria St,Bristol,BS1 6HY,FC27+7J Bristol,accorhotels.com,0117 976 9988,nom@domaine.com,51.4506879,-2.5859033,51.4506879-2.5859033,Yes,Yes,,4.1,778 reviews,"Free Wi-Fi, Paid parking, Laundry service",612+ Photos,https://lh5.googleusercontent.com/p/AF1QipNUqY19sMfx7HlT_IplKRBFrYrQrBhsmU7H_iQ1=w408-h306-k-no,,,,,,,,,Novotel Bristol Centre Hotel51.4506879-2.5859033
bs1,,Mercure Bristol Brigstow Hotel,"5-7 Welsh Back, Bristol BS1 4SP",,5-7 Welsh Back,Bristol,BS1 4SP,FC35+72 Bristol,accorhotels.com,0117 929 1030,nom@domaine.com,51.4531357,-2.5924794,51.4531357-2.5924794,Yes,Yes,,4.2,503 reviews,"Free Wi-Fi, Paid parking, Air-conditioned, Laundry service",663+ Photos,https://lh5.googleusercontent.com/p/AF1QipPggt_vsdmxJIDaZ9Z7IYXRxq9pe67vz1Fm64-c=w408-h306-k-no,,,,,,,,,Mercure Bristol Brigstow Hotel51.4531357-2.5924794
bs1,,Princes Pantry,"61 Prince St, Bristol BS1 4PH",,61 Prince St,Bristol,BS1 4PH,CCX3+M9 Bristol,facebook.com,0117 922 0213,,51.4491988,-2.5966008,51.4491988-2.5966008,No,No,Sandwich shop,4.6,53 reviews,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipP2HLial0LRVRajIyNGzBjoR9bXBGykqnWVBRnz=w408-h544-k-no,,8am–3pm,8am–3pm,8:30am–3pm,8am–3pm,8am–3pm,9am–3pm,9am–3pm,Princes Pantry51.4491988-2.5966008
bs1,,Brunel's Buttery,"Museum St, Bristol BS1 6UD",,Museum St,Bristol,BS1 6UD,C9WX+W2 Bristol,,0117 929 1696,,51.4472776,-2.6023817,51.4472776-2.6023817,No,No,Cafe,4.5,323 reviews,,121+ Photos,https://lh5.googleusercontent.com/p/AF1QipOnroQVNFgZckoPwV6pSpQ2IrguaXVDR3WoxGRl=w408-h306-k-no,,8am–4pm,8am–4pm,8am–4pm,8am–4pm,8am–4pm,8am–4pm,8am–4pm,Brunel's Buttery51.4472776-2.6023817
bs1,,Golden Guinea,"19 Guinea St, Bristol BS1 6SX",,19 Guinea St,Bristol,BS1 6SX,CCW4+WV Bristol,thegoldenguinea.co.uk,0117 987 2034,info@thegoldenguinea.co.uk,51.4473612,-2.5928274,51.4473612-2.5928274,No,Yes,Pub,4.4,230 reviews,,28 Photos,https://lh5.googleusercontent.com/p/AF1QipNZxIEc6Eve20MMDrNihtKhNu_IVdha4dcM1ONX=w408-h229-k-no,,4:30–11pm,4:30–11pm,4:30–11pm,4:30–11pm,12pm–12am,12pm–12am,1–11pm,Golden Guinea51.4473612-2.5928274
bs1,,Friska,"87 Park St, Clifton, Bristol BS1 5PJ",87 Park St,Clifton,Bristol,BS1 5PJ,F94W+48 Bristol,friskafood.com,0117 930 0989,"hello@friskafood.com,polly@friskafood.com,jerome@friskafood.com,ellie@friskafood.com",51.4553607,-2.604196,51.4553607-2.604196,Yes,Yes,Cafe,4.4,282 reviews,,67+ Photos,https://lh5.googleusercontent.com/p/AF1QipMx7Q0NqiR2aSFRBpKTpW033CjAolqqNMaQYqFx=w408-h230-k-no,,7am–5:30pm,7am–5:30pm,7am–5:30pm,7am–5:30pm,7am–5:30pm,8am–5pm,9am–4:30pm,Friska51.4553607-2.604196
bs1,,Folk House Cafe & Bar,"40A Park St, Bristol BS1 5JG",,40A Park St,Bristol,BS1 5JG,F93X+Q8 Bristol,folkhousecafe.co.uk,0117 908 5035,"folk@cookingco.co.uk,admin@cookingco.co.uk,food@folkhousecafe.co.uk,olk@cookingco.co.uk",51.4543828,-2.6016638,51.4543828-2.6016638,Yes,No,Cafe,4.5,119 reviews,,60+ Photos,https://lh5.googleusercontent.com/p/AF1QipMnqPtw4iV469iYQsgdL-omGax3PyMUmAfNIhw=w408-h200-k-no-pi-0-ya259.09818-ro0-fo100,,9am–8:30pm,9am–8:30pm,9am–8:30pm,9am–8:30pm,9am–4pm,9am–4pm,Closed,Folk House Cafe & Bar51.4543828-2.6016638
bs1,,Woolly Cactus,"1 Bath St, Bristol BS1 6HL",,1 Bath St,Bristol,BS1 6HL,FC35+8Q Bristol,thewoollycactus.co.uk,07515 112020,thewoollycactus@yahoo.com,51.453355,-2.59051,51.453355-2.59051,No,No,Mexican restaurant,4.2,21 reviews,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipMwIWGKktCrjvTMTeMNMHSDSL3ooHMaxPLaMmUo=w408-h544-k-no,,11:30am–3pm,11:30am–3pm,11:30am–3pm,11:30am–3pm,11:30am–3pm,Closed,Closed,Woolly Cactus51.453355-2.59051
bs1,,Blue Pig,"33 Colston Ave, Bristol BS1 4UA",,33 Colston Ave,Bristol,BS1 4UA,FC43+27 Bristol,bluepigcafe.co.uk,0117 925 6699,,51.4550929,-2.5968411,51.4550929-2.5968411,Yes,Yes,Cafe,4.4,64 reviews,,40 Photos,https://lh5.googleusercontent.com/p/AF1QipO-9-Rb959TkRMT1zbU0h4xPJdfo4kOn1gTpZ_C=w408-h271-k-no,,6am–2:30pm,6am–2:30pm,6am–2:30pm,6am–2:30pm,6am–2:30pm,Closed,Closed,Blue Pig51.4550929-2.5968411
bs1,,Pasta Ripiena,"33 St Stephen's St, Bristol BS1 1JX",,33 St Stephen's St,Bristol,BS1 1JX,FC34+F4 Bristol,pastaripiena.co.uk,0117 329 3131,hello@pastaripiena.co.uk,51.4536766,-2.5947019,51.4536766-2.5947019,Yes,Yes,Italian restaurant,4.9,105 reviews,,41 Photos,https://lh5.googleusercontent.com/p/AF1QipMb62esonKK3ErZvkvk5sGZxhgH44mNkyp3Hv8S=w408-h391-k-no,,6–9pm,"12–2pm, 6–9pm","12–2pm, 6–9pm","12–2pm, 6–9pm","12–2pm, 6–9pm","12–2pm, 6–9pm",Closed,Pasta Ripiena51.4536766-2.5947019
bs1,,Drawbridge,"14 St Augustine's Parade, Bristol BS1 4UT",,14 St Augustine's Parade,Bristol,BS1 4UT,FC32+8P Bristol,greeneking-pubs.co.uk,0117 929 8391,824015a79ca041d1a7ac9131bd7ca325@sentry.io,51.4532945,-2.5981271,51.4532945-2.5981271,No,Yes,Pub,3.9,495 reviews,,94+ Photos,https://lh5.googleusercontent.com/p/AF1QipOiZEv6xAlSkpFJ_GGyoMCks9ysMjYg2my-_-Of=w408-h229-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,12–10:30pm,Drawbridge51.4532945-2.5981271
bs1,,Friska,"Unit 4, Waverley House, Cathedral Walk, Bristol BS1 5LW","Unit 4,  Waverley House",Cathedral Walk,Bristol,BS1 5LW,C9XW+VW Bristol,friskafood.com,0117 925 9479,"hello@friskafood.com,polly@friskafood.com,jerome@friskafood.com,ellie@friskafood.com",51.4496291,-2.6026275,51.4496291-2.6026275,Yes,Yes,Cafe,4.4,153 reviews,,25 Photos,https://lh5.googleusercontent.com/p/AF1QipNJLFALbnu6uUoyCjb4xdeeYYt2p9_ApplfwOMC=w408-h306-k-no,,7am–4pm,7am–4pm,7am–4pm,7am–4pm,7am–4pm,Closed,Closed,Friska51.4496291-2.6026275
bs1,,The Cottage Inn,"Baltic Wharf, Cumberland Rd, Bristol BS1 6XG",Baltic Wharf,Cumberland Rd,Bristol,BS1 6XG,C9WM+PJ Bristol,butcombe.com,0117 921 5256,"info@butcombe.com,youremail@mail.co.uk",51.4468646,-2.6159274,51.4468646-2.6159274,No,Yes,Pub,4.2,648 reviews,,790+ Photos,https://lh5.googleusercontent.com/p/AF1QipPkt1otPXQpZbxeJ6dXTmw2JNVsZYrhlE-mnQzV=w408-h272-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–10:30pm,The Cottage Inn51.4468646-2.6159274
bs1,,The Knights Templar,"1 The Square, Bristol BS1 6DG",,1 The Square,Bristol,BS1 6DG,FC29+83 Bristol,jdwetherspoon.co.uk,0117 930 8710,,51.4507743,-2.5822723,51.4507743-2.5822723,No,No,Pub,3.9,"1,756 reviews",,382+ Photos,https://lh5.googleusercontent.com/p/AF1QipN6u-A1OTEd5_evTQm0Ox5toy0xpxodPQKJcoT1=w408-h229-k-no,,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,8am–11pm,The Knights Templar51.4507743-2.5822723
bs1,,Spicer+Cole,"1 Queen Square Ave, Bristol BS1 4JA",,1 Queen Square Ave,Bristol,BS1 4JA,FC24+FR Bristol,spicerandcole.co.uk,0117 922 0513,"finzelsreach@spicerandcole.co.uk,queensquare@spicerandcole.co.uk,cliftonvillage@spicerandcole.co.uk,gloucesterroad@spicerandcole.co.uk",51.451226,-2.592938,51.451226-2.592938,No,Yes,Coffee shop,4.4,344 reviews,,124+ Photos,https://lh5.googleusercontent.com/p/AF1QipOMW9hrpTw-nOGc7SMdTrQbwXmrb4qUWXaklZdB=w408-h306-k-no,,7:30am–5pm,7:30am–5pm,7:30am–5pm,7:30am–5pm,7:30am–5pm,8:30am–5pm,9am–4pm,Spicer+Cole51.451226-2.592938
bs1,,Mercure Bristol Holland House Hotel and Spa,"Redcliffe Parade E, Bristol BS1 6SQ",,Redcliffe Parade E,Bristol,BS1 6SQ,CCX5+39 Bristol,accorhotels.com,0117 968 9900,nom@domaine.com,51.4476763,-2.5915636,51.4476763-2.5915636,Yes,Yes,,4,"1,346 reviews","Free Wi-Fi, Paid parking, Indoor Pool, Air-conditioned, Laundry service",1035+ Photos,https://lh5.googleusercontent.com/p/AF1QipMtcTnLvuS2aFWNVFHvRSJopGIVTBuktClsLhL6=w408-h271-k-no,,,,,,,,,Mercure Bristol Holland House Hotel and Spa51.4476763-2.5915636
bs1,,Aluna,"4 Broad Quay, Bristol BS1 4DA",,4 Broad Quay,Bristol,BS1 4DA,FC23+V9 Bristol,aluna.uk.com,0117 927 6829,"mailbox.xmas@aluna.uk.com,bristol@aluna.uk.com,info@aluna.uk.com",51.452131,-2.596543,51.452131-2.596543,No,Yes,Bar,4.3,345 reviews,,204+ Photos,https://lh5.googleusercontent.com/p/AF1QipPQTb81KPadyvXnKbTx1V_UBVrL8KQpi7MLvTlG=w408-h229-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–1:30am,12pm–1:30am,12–11pm,Aluna51.452131-2.596543
bs1,,Little Chinatown,"Nelson St, Bristol BS1 2BJ",,Nelson St,Bristol,BS1 2BJ,FC44+H6 Bristol,,07901 888882,,51.456437,-2.594403,51.456437-2.594403,No,Yes,Chinese restaurant,3.8,82 reviews,,31 Photos,https://lh5.googleusercontent.com/p/AF1QipNGFYhDf2MPI1aWoHgX_LhKDROx3DsFk7HLQum6=w408-h306-k-no,,12–9pm,12–9pm,12–9pm,12–9pm,12–9pm,12–9pm,12–9pm,Little Chinatown51.456437-2.594403
bs1,,Chill Grill,"Waring House, 7 Redcliff Hill, Bristol BS1 6TB",Waring House,7 Redcliff Hill,Bristol,BS1 6TB,CCW5+M9 Bristol,chillgrill-bristol.co.uk,0117 316 9916,"casework@ico.org.uk,privacy@orderyoyo.com",51.4466447,-2.5915835,51.4466447-2.5915835,No,Yes,Pizza restaurant,3.2,53 reviews,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipP9rqcNCpAddfgkYAcxva20lcqCGMKB6YiReTPD=w408-h544-k-no,,5–10:30pm,5–10:30pm,5–10:30pm,5–10:30pm,5–10:30pm,12–10:30pm,12–10:30pm,Chill Grill51.4466447-2.5915835
bs1,,Wild Beer at Wapping Wharf,"6-8, Gaol Ferry Steps, Bristol BS1 6WE",06-Aug,Gaol Ferry Steps,Bristol,BS1 6WE,CCW2+Q6 Bristol,wbwappingwharf.com,0117 329 4997,wappingwharf@wildbeerco.com,51.4469517,-2.5994702,51.4469517-2.5994702,No,No,Bar,4.3,730 reviews,,367+ Photos,https://lh5.googleusercontent.com/p/AF1QipOuoI15hg-jfRyKJnCLGKTXbvuQrLCM-rplx_jP=w408-h306-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,11am–11pm,11am–10pm,Wild Beer at Wapping Wharf51.4469517-2.5994702
bs1,,Nice Spice,"24 Denmark St, Bristol BS1 5DQ",,24 Denmark St,Bristol,BS1 5DQ,FC32+5M Bristol,,07429 459890,,51.4529498,-2.5983567,51.4529498-2.5983567,Yes,Yes,Restaurant,4,20 reviews,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipNnHpHHYYE9Va3k9zb5h_pqECE-KogZdQGeulLJ=w408-h277-k-no,,11:30am–9pm,11:30am–9pm,11:30am–9pm,11:30am–9pm,11:30am–9pm,11:30am–9pm,11:30am–9pm,Nice Spice51.4529498-2.5983567
bs1,,The Boardroom,"Market Chambers, 20 St Nicholas St, Bristol BS1 1UB",Market Chambers,20 St Nicholas St,Bristol,BS1 1UB,FC34+GG Bristol,theboardroombristol.com,0117 925 4617,,51.4538695,-2.5936486,51.4538695-2.5936486,Yes,Yes,Bar,4.3,124 reviews,,86+ Photos,https://lh5.googleusercontent.com/p/AF1QipOt7Tg86TisgDTEyZ0bPJliRRJfuqFIRXoCYb4O=w408-h271-k-no,,4pm–2am,4pm–2am,4pm–2am,4pm–2am,4pm–2am,4pm–2am,Closed,The Boardroom51.4538695-2.5936486
bs1,,Cafe Revival,"56 Corn St, Bristol BS1 1JG",,56 Corn St,Bristol,BS1 1JG,FC34+VJ Bristol,caferevival.co.uk,0117 930 4008,"Y@vyRcmTq6rC128lZHn5pESKfiIwa_Pz9AhMbJgFBQN4DLkjVUe.WxG0dXt3O7so-u,ON2WRBhGEmpkyw7o9jrs30Hd@4_AgDTzQKLeMnlSJUx86ib1IFc-5aZvXYu.VCtqPf",51.4547043,-2.5933756,51.4547043-2.5933756,No,Yes,Cafe,4.2,217 reviews,,94+ Photos,https://lh5.googleusercontent.com/p/AF1QipNK0tbUgDemMXY9ywI5swwwjSvvwOnCJ5e5GTsG=w408-h272-k-no,,8am–4pm,8am–4pm,8am–4pm,8am–4pm,8am–5pm,9am–5pm,10am–4pm,Cafe Revival51.4547043-2.5933756
bs1,,Giraffe,"Glass House, 25 Penn St, Bristol BS1 3BX",Glass House,25 Penn St,Bristol,BS1 3BX,FC58+95 Bristol,giraffe.net,0117 930 0603,john.smith@abc.com,51.4584303,-2.5845806,51.4584303-2.5845806,No,Yes,Family restaurant,3.8,223 reviews,,53+ Photos,https://lh5.googleusercontent.com/p/AF1QipNrfOuaVkmpWvGXu5ch9XGbibzESIyzBvl1hWqT=w408-h306-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,9am–10:30pm,9am–10:30pm,9am–9pm,Giraffe51.4584303-2.5845806
bs1,,The Old Fish Market,"59 Baldwin St, Bristol BS1 1QZ",,59 Baldwin St,Bristol,BS1 1QZ,FC34+FP Bristol,oldfishmarket.co.uk,0117 921 1515,,51.453673,-2.593166,51.453673-2.593166,Yes,Yes,Gastropub,4.2,430 reviews,,166+ Photos,https://lh5.googleusercontent.com/p/AF1QipObVXNSSHaHbNrXZ81bnzXJxueX1dq_C1cXvatg=w408-h270-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,12–10pm,The Old Fish Market51.453673-2.593166
bs1,,The Chefs Table,"2 Avon Cres, Bristol BS1 6XQ",,2 Avon Cres,Bristol,BS1 6XQ,C9WJ+VF Bristol,chefstable.restaurant,0117 930 0776,info@cherrypickedcatering.co.uk,51.4471986,-2.6187528,51.4471986-2.6187528,No,Yes,Restaurant,4.7,11 reviews,,24 Photos,https://lh5.googleusercontent.com/p/AF1QipNg5tIPKUnNVi-pYdRnQFuNKm_gbKftnVrjjY0F=w408-h272-k-no,,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,The Chefs Table51.4471986-2.6187528
bs1,,Buttermilk & Maple,"5-7 Welsh Back, Bristol BS1 4SS",,5-7 Welsh Back,Bristol,BS1 4SS,FC35+72 Bristol,buttermilkandmaple.com,0117 301 8801,hey@buttermilkandmaple.co.uk,51.453232,-2.5924754,51.453232-2.5924754,Yes,Yes,Restaurant,4,141 reviews,,76+ Photos,https://lh5.googleusercontent.com/p/AF1QipPd5HE4R0wss7LoMWgQC9UwgkZLPnQWdXRpCVPz=w408-h272-k-no,,7am–12am,7am–12am,7am–12am,7am–12am,7am–1am,7am–1am,7am–12am,Buttermilk & Maple51.453232-2.5924754
bs1,,Dangun,"39-41 St Nicholas St, Bristol BS1 1TP",,39-41 St Nicholas St,Bristol,BS1 1TP,FC34+F4 Bristol,facebook.com,0117 336 3301,,51.4537085,-2.5946992,51.4537085-2.5946992,No,Yes,Korean restaurant,4.5,73 reviews,,55+ Photos,https://lh5.googleusercontent.com/p/AF1QipNv0qaOcsjBlhJyt7bezjddN-KNU2qs4vltVtnM=w408-h272-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,12–8pm,Dangun51.4537085-2.5946992
bs1,,"Radisson Blu Hotel, Bristol","Broad Quay, Bristol BS1 4BY",,Broad Quay,Bristol,BS1 4BY,FC23+W9 Bristol,radissonblu.com,0117 934 9500,,51.4522878,-2.5965232,51.4522878-2.5965232,Yes,Yes,,4.1,769 reviews,"Paid parking, Air-conditioned, Laundry service",1129+ Photos,https://lh5.googleusercontent.com/p/AF1QipMeWisx5EBibWcrAgfObRkn9JUNJxkD5clhmtDq=w408-h229-k-no,,,,,,,,,"Radisson Blu Hotel, Bristol51.4522878-2.5965232"
bs1,,The Pickled Brisket,"Unit 3, Cargo 2, Museum Street, Bristol BS1 6ZA","Unit 3,  Cargo 2",Museum Street,Bristol,BS1 6ZA,CCW2+V9 Bristol,thepickledbrisket.co.uk,,info@thepickledbrisket.co.uk,51.4471687,-2.5990083,51.4471687-2.5990083,No,Yes,Restaurant,4.8,28 reviews,,8 Photos,https://lh5.googleusercontent.com/p/AF1QipNL5wG5IAX9vy5cnpF7ly8foJ5x5f_a2ZBsHPC4=w408-h408-k-no,,12–3pm,12–3pm,12–3pm,12–4pm,12–6pm,12–6pm,12–4pm,The Pickled Brisket51.4471687-2.5990083
bs1,,Cargo Cantina,"15 Cargo 2, Bristol BS1 6ZA",,15 Cargo 2,Bristol,BS1 6ZA,CCW2+WH Bristol,cargocantina.co.uk,,contact@cargocantina.co.uk,51.4472855,-2.5985472,51.4472855-2.5985472,No,Yes,Bar,4.6,156 reviews,,60+ Photos,https://lh5.googleusercontent.com/p/AF1QipNW21J3CPVNkHqQn-DM3Ha1uzAkdshugOYbGzIq=w408-h295-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,Closed,Cargo Cantina51.4472855-2.5985472
bs1,,The Jetty Bristol,"55 Corn St, Bristol BS1 1HT",,55 Corn St,Bristol,BS1 1HT,FC34+QJ Bristol,harbourhotels.co.uk,0117 203 4456,stay@harbourhotels.co.uk,51.4543889,-2.5934925,51.4543889-2.5934925,No,Yes,Restaurant,4.2,29 reviews,,52+ Photos,https://lh5.googleusercontent.com/p/AF1QipP96H5XhAozrQIATQU-pvbUjLyE0CZbEuN5FMlV=w408-h406-k-no,,12–10pm,12–10pm,12–10pm,12–10pm,12–10:30pm,12–10:30pm,12–9:30pm,The Jetty Bristol51.4543889-2.5934925
bs1,,Portwall Tavern,"1 Portwall Ln, Bristol BS1 6NB",,1 Portwall Ln,Bristol,BS1 6NB,CCX6+R5 Bristol,portwalltavern.co.uk,0117 922 0442,info@portwalltavern.co.uk,51.449501,-2.589602,51.449501-2.589602,No,Yes,Pub,4.2,112 reviews,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipOrGCu-qEdlGNZTQWa99D6bMHbwKLVoPXcXhEBi=w408-h229-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,12–11pm,Closed,Portwall Tavern51.449501-2.589602
bs1,,Eat A Pitta,"3B Kiosk, Broadmead, Bristol BS1 3EA",3B Kiosk,Broadmead,Bristol,BS1 3EA,FC56+24 Bristol,eatapitta.co.uk,0117 925 8670,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,51.4575453,-2.5896859,51.4575453-2.5896859,No,Yes,Falafel restaurant,4.5,101 reviews,,25 Photos,https://lh5.googleusercontent.com/p/AF1QipOUk011IOM6bBribUMBDll8tFWjjdr4QOvUtx7c=w408-h294-k-no,,11am–8pm,11am–8pm,11am–8pm,11am–8pm,11am–8pm,11am–8pm,11am–5:30pm,Eat A Pitta51.4575453-2.5896859
bs1,,Domino's Pizza,"11 Baldwin St, Bristol BS1 1NA",,11 Baldwin St,Bristol,BS1 1NA,FC33+CJ Bristol,dominos.co.uk,0117 927 7799,,51.4535178,-2.5959313,51.4535178-2.5959313,No,Yes,Restaurant,3.2,203 reviews,,28 Photos,https://lh5.googleusercontent.com/p/AF1QipMRK4Jz6Ij1tyPXU3g8G6b5MrWREcOg4d4xN7mb=w408-h544-k-no,,10am–5am,10am–5am,10am–5am,10am–5am,10am–5am,10am–5am,10am–5am,Domino's Pizza51.4535178-2.5959313
bs1,,The Olive Shed,"Floating Harbour, Princes Wharf, Bristol BS1 4RN",Floating Harbour,Princes Wharf,Bristol,BS1 4RN,C9WX+RX Bristol,theoliveshed.com,0117 929 1960,info@theoliveshed.com,51.4470562,-2.6001112,51.4470562-2.6001112,No,Yes,Restaurant,4.3,235 reviews,,103+ Photos,https://lh5.googleusercontent.com/p/AF1QipPXcrEORH1E6m0Sxm3d4wFdydbe27MW8yhCPI6m=w408-h237-k-no,,Closed,Closed,Closed,12am–10pm,12am–10pm,12am–10pm,12am–4pm,The Olive Shed51.4470562-2.6001112
bs1,,The Bank Tavern,"8 John St, City Centre, Bristol BS1 2HR",8 John St,City Centre,Bristol,BS1 2HR,FC44+FC Bristol,banktavern.com,0117 930 4691,"landlord@banktavern.com,LANDLORD@BANKTAVERN.COM",51.456158,-2.593921,51.456158-2.593921,Yes,Yes,Pub,4.5,414 reviews,,163+ Photos,https://lh5.googleusercontent.com/p/AF1QipMJOqfMKsn8fsGi9w9iXksNWyDon4U1QwKlxgpl=w408-h200-k-no-pi-2.9338646-ya46.500008-ro0-fo100,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,12pm–12am,The Bank Tavern51.456158-2.593921
