unique_key,gmap_category,Name,Full_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
Patchway Common51.5407463-2.5621172,parks,Patchway Common,"1 Stanshaws Cl, Bradley Stoke, Patchway, Bristol BS32 9AL",Patchway,Bristol,BS32 9AL,"GCRQ+75 Patchway, Bristol",,,,51.5407463,-2.5621172,No,No,Park and Garden,4.1,-16,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipOqKRGFhMLz9ZahQWf1ha4pvwHy0JkcJaqGPS6t=w408-h726-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Patchway+Common/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871911b17f1a2b1:0xf785baa3ad0bf8e5!8m2!3d51.5407463!4d-2.5621172?hl=en"
Warmley Forest Park51.4598502-2.4739734,parks,Warmley Forest Park,"3A London Rd, Warmley, Bristol BS30 5JB",Warmley,Bristol,BS30 5JB,"FG5G+WC Warmley, Bristol",southglos.gov.uk,,,51.4598502,-2.4739734,No,No,Park and Garden,4.5,-49,,350+ Photos,https://lh5.googleusercontent.com/p/AF1QipPK_wzNgQnBo9V-v1S03dyuT3UWH8meRvx4dxfp=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Warmley+Forest+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487185132038204d:0xe5b12189d8d33ff4!8m2!3d51.4598502!4d-2.4739734?hl=en"
Kings Head Lane Park51.4198439-2.6220814,parks,Kings Head Lane Park,"81-87 Kings Head Ln, Bristol BS13 7DA",81-87 Kings Head Ln,Bristol,BS13 7DA,C99H+W5 Bristol,,,,51.4198439,-2.6220814,No,No,Country park,4.2,-5,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipMDqjwUomh2yvMkwJh51Dg58BQv1DaqXEZyUjV3=w408-h725-k-no,,,,,,,,,"https://www.google.com/maps/place/Kings+Head+Lane+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718c6bcbbe4a4d:0x45bc581d636717b!8m2!3d51.4198439!4d-2.6220814?hl=en"
Frenchay Common51.4949514-2.5220868,parks,Frenchay Common,"8 Westbourne Terrace, Winterbourne, Bristol BS16 1NA",Winterbourne,Bristol,BS16 1NA,FFVH+X5 Bristol,,,,51.4949514,-2.5220868,No,No,Park and Garden,4.5,-138,,311+ Photos,https://lh5.googleusercontent.com/p/AF1QipNu5zzP1vWGPKjpPRw3M5FrVTT97GqOHJNLOJ91=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Frenchay+Common/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487190191787c97f:0x2eedf24202fff77!8m2!3d51.4949514!4d-2.5220868?hl=en"
Avon Valley Adventure & Wildlife Park51.41538-2.474576,parks,Avon Valley Adventure & Wildlife Park,"Pixash Ln, Bath Road, Keynsham, Bristol BS31 1TP",Keynsham,Bristol,BS31 1TP,"CG8G+55 Keynsham, Bristol",avonvalley.co.uk,0117 986 4929,info@avonvalley.co.uk,51.41538,-2.474576,No,Yes,Wildlife and safari park,4.3,-926,,1399+ Photos,https://lh5.googleusercontent.com/p/AF1QipPqIBoQkvbo61GXHaIIq8bJYtPFDRAEmEVJay1C=w408-h306-k-no,,10am–5:30pm,10am–5:30pm,10am–5:30pm,10am–5:30pm,10am–5:30pm,10am–5:30pm,10am–5:30pm,"https://www.google.com/maps/place/Avon+Valley+Adventure+%26+Wildlife+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487185e5d301b0d9:0x265f7cbd7ea752d4!8m2!3d51.41538!4d-2.474576?hl=en"
Kingsgate Park51.5343551-2.4109349,parks,Kingsgate Park,"Sundridge Park, Yate, Bristol BS37 4EP",Yate,Bristol,BS37 4EP,"GHMQ+PJ Yate, Bristol",yatetowncouncil.gov.uk,01454 851063,,51.5343551,-2.4109349,No,No,Park and Garden,4.4,-352,,499+ Photos,https://lh5.googleusercontent.com/p/AF1QipMGhOWUJE5U9c3pm9ymGBwNz8uSV5XeawmE0duo=w408-h272-k-no,,9am–4:30pm,9am–4:30pm,9am–4:30pm,9am–4:30pm,9am–4pm,9am–4pm,9am–4pm,"https://www.google.com/maps/place/Kingsgate+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48719b83d2501881:0xd3318dfa021ddf01!8m2!3d51.5343551!4d-2.4109349?hl=en"
Kingswood Park51.4612498-2.5019032,parks,Kingswood Park,"High Street, A420, Bristol BS15 4AD",A420,Bristol,BS15 4AD,FF6X+F6 Bristol,mykingswood.co.uk,,,51.4612498,-2.5019032,No,No,Park and Garden,4.2,-175,,147+ Photos,https://lh5.googleusercontent.com/p/AF1QipM1Ixy5Y3Y6EsintWL5PcCf_HcBpw6x4XJNwLO5=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Kingswood+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718f893a7893d5:0xe90d93e85932a402!8m2!3d51.4612498!4d-2.5019032?hl=en"
Leap Valley51.5014654-2.4973339,parks,Leap Valley,"27 Aintree Dr, Bristol BS16 6PU",27 Aintree Dr,Bristol,BS16 6PU,GG23+H3 Bristol,simplesite.com,0117 956 8596,customerservice@simplesite.com,51.5014654,-2.4973339,No,No,Park and Garden,3.9,-52,,37 Photos,https://lh5.googleusercontent.com/p/AF1QipM78LqELVb5_sKc00S_ZrhN6oDbMhlS9Onln2Kp=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Leap+Valley/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48719aa658f2531b:0x8f691c8d92c51280!8m2!3d51.5014654!4d-2.4973339?hl=en"
Northern Slopes51.4317766-2.5913953,parks,Northern Slopes,"82 Glyn Vale, Bristol BS3 5JF",82 Glyn Vale,Bristol,BS3 5JF,CCJ5+PC Bristol,northern-slopes-initiative.co.uk,,enquiries@northern-slopes-initiative.co.uk,51.4317766,-2.5913953,No,No,Park and Garden,3,-2,,,//geo0.ggpht.com/cbk?panoid=mLX06WPTmpl0-sWgNcY2EQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=334.25854&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Northern+Slopes/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e9d0f9c7225:0xf41769e8c894bd35!8m2!3d51.4317766!4d-2.5913953?hl=en"
Grove Park51.4692734-2.6006618,parks,Grove Park,"Grove Park, Bristol BS6 6PP",Grove Park,Bristol,BS6 6PP,F99X+PP Bristol,,,,51.4692734,-2.6006618,No,No,Park and Garden,4.7,-3,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipPEOudnE8qU94kk7IUNbb4QREsAWbBEdvrmvd61=w408-h725-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Grove+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718de16fc88c97:0x64b63e1ebb18ab13!8m2!3d51.4692734!4d-2.6006618?hl=en"
Golden Hill Community Garden51.4817863-2.5939777,parks,Golden Hill Community Garden,"8qf, 68 Longmead Ave, Bristol BS7 8QF",68 Longmead Ave,Bristol,BS7 8QF,FCJ4+PC Bristol,thegoldenhillcommunitygarden.com,07506 905394,ghcgarden@gmail.com,51.4817863,-2.5939777,No,No,Park and Garden,4.8,-5,,,//geo2.ggpht.com/cbk?panoid=Brp87z-ABfJl8rq7c3hXMQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=208.83682&pitch=0&thumbfov=100,,Closed,Closed,10am–4pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/place/Golden+Hill+Community+Garden/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e013758b4db:0x771bc53f7b6aee41!8m2!3d51.4817863!4d-2.5939777?hl=en"
South Street Park51.4386837-2.6048783,parks,South Street Park,"South St, Bristol BS3 3AU",South St,Bristol,BS3 3AU,C9QW+F2 Bristol,bristol.gov.uk,0117 922 3719,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4386837,-2.6048783,No,No,Park and Garden,4.4,-100,,268+ Photos,https://lh5.googleusercontent.com/p/AF1QipOs5NNPA7f3KdpFbfnjCfMj4OQdRFFzYBZOGyqT=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/South+Street+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718c2e75b87411:0x67480e81cbe229b1!8m2!3d51.4386837!4d-2.6048783?hl=en"
Charlton Common51.5164076-2.5967177,parks,Charlton Common,"Charlton Common, Patchway, Bristol BS10 6LB",Patchway,Bristol,BS10 6LB,"GC83+H8 Patchway, Bristol",,,,51.5164076,-2.5967177,No,No,Park and Garden,4.5,-4,,2 Photos,//geo1.ggpht.com/cbk?panoid=DhgQca72sQ8aV5euWjI0JQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=249.54575&pitch=0&thumbfov=100,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Charlton+Common/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48719188c0535a25:0xd7210bc5f70e94ff!8m2!3d51.5164076!4d-2.5967177?hl=en"
Sparke Evans Park51.4454954-2.5631421,parks,Sparke Evans Park,"Albert Rd, Bristol BS2 0YA",Albert Rd,Bristol,BS2 0YA,CCWP+5P Bristol,,,,51.4454954,-2.5631421,No,No,Park and Garden,3.8,-29,,32 Photos,https://lh5.googleusercontent.com/p/AF1QipMNYxf6D6W9YLOa8gZAkV8po8wbWmxder-pyEfL=w426-h240-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Sparke+Evans+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e58a499b6b3:0xd9624dcdff6a565d!8m2!3d51.4454954!4d-2.5631421?hl=en"
King Square51.4615909-2.5925209,parks,King Square,"Wilder St, Bristol BS2 8HX",Wilder St,Bristol,BS2 8HX,FC64+JX Bristol,,0844 371 5612,,51.4615909,-2.5925209,No,No,Park and Garden,3.2,-31,,107+ Photos,https://lh5.googleusercontent.com/p/AF1QipP2uagr9ItEVygQKtcMVjo4YbHsBODeo0jXbTyU=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/King+Square/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e7447d67a05:0x5887633375ff514!8m2!3d51.4615909!4d-2.5925209?hl=en"
St Agnes Park51.4650263-2.5789939,parks,St Agnes Park,"St. Agnes Park, Montpelier, 9QJ, Thomas St, Bristol BS2 9QJ",Thomas St,Bristol,BS2 9QJ,FC8C+2C Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4650263,-2.5789939,No,No,Park and Garden,4.1,-55,,14 Photos,https://lh5.googleusercontent.com/p/AF1QipMGBR4o8k6RU2SBWyHYDTH0M3Ck6F5DPjVD1P9j=w426-h240-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/St+Agnes+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e6ca554df63:0x2463d80f8a14f5f5!8m2!3d51.4650263!4d-2.5789939?hl=en"
Dundridge Park51.4496795-2.5309973,parks,Dundridge Park,"139-175 Dundridge Ln, Bristol BS15 3AZ",139-175 Dundridge Ln,Bristol,BS15 3AZ,CFX9+VJ Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4496795,-2.5309973,No,No,Park and Garden,4.5,-62,,27 Photos,https://lh5.googleusercontent.com/p/AF1QipP3ZqshYxWcIbiNSagyzyLuGszvbIKFhQIIdMSc=w408-h723-k-no,,6am–9pm,6am–9pm,6am–9pm,6am–9pm,6am–9pm,6am–9pm,6am–9pm,"https://www.google.com/maps/place/Dundridge+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718fa666d73de5:0x1faaedd3d74e252b!8m2!3d51.4496795!4d-2.5309973?hl=en"
Scotts Park51.5345058-2.5766919,parks,Scotts Park,"15 Clermont Cl, Patchway, Bristol BS34 5QJ",Patchway,Bristol,BS34 5QJ,"GCMF+R8 Patchway, Bristol",,,,51.5345058,-2.5766919,No,No,Park and Garden,4,-116,,75+ Photos,https://lh5.googleusercontent.com/p/AF1QipM4k5g05-oB_F1myh2NzBzIuGE6lg7a5S9YcZDt=w426-h240-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Scotts+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871910c8686c92d:0x4611828dd6b06164!8m2!3d51.5345058!4d-2.5766919?hl=en"
Owen Square Park51.4619603-2.5619523,parks,Owen Square Park,"Chelsea Rd, Bristol BS5 6AL",Chelsea Rd,Bristol,BS5 6AL,FC6Q+Q6 Bristol,bristol.goplacestoplay.org.uk,0117 922 3719,,51.4619603,-2.5619523,No,No,Park and Garden,4.2,-33,,37 Photos,https://lh5.googleusercontent.com/p/AF1QipM5QnzIlnTbvrnoSHrWpzOoJ1D6wG8tCp0XecdS=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Owen+Square+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e465d541627:0x55df51b8593816c1!8m2!3d51.4619603!4d-2.5619523?hl=en"
Victory Park51.4353002-2.5419947,parks,Victory Park,"77 School Rd, Bristol BS4 4NE",77 School Rd,Bristol,BS4 4NE,CFP5+46 Bristol,bristol.gov.uk,0117 922 3719,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4353002,-2.5419947,No,No,Park and Garden,4.2,-56,,129+ Photos,https://lh5.googleusercontent.com/p/AF1QipPp5XdSoukQ-JGvQaBsBr_Ll2lYxdAQAqLI2vVQ=w426-h240-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Victory+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718f02d1f3e0dd:0x9d3008d93e288850!8m2!3d51.4353002!4d-2.5419947?hl=en"
Brandon Hill51.4537094-2.6074625,parks,Brandon Hill,"Park St, Bristol BS1 5RR",Park St,Bristol,BS1 5RR,F93V+F2 Bristol,bristol.gov.uk,0117 922 2000,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4537094,-2.6074625,No,No,Park and Garden,4.7,-1455,,5453+ Photos,https://lh5.googleusercontent.com/p/AF1QipN-xB28pbyKdt8wA_dTPrae4ADPhXCgrsCFTSzh=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Brandon+Hill/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718dd03cd67be7:0x5f27a77bdf2e3057!8m2!3d51.4537094!4d-2.6074625?hl=en"
Page Park Sensory Garden51.4815637-2.498415,parks,Page Park Sensory Garden,Bristol BS16 5LU,Bristol BS16 5LU,Bristol,BS16 5LU,FGJ2+JJ Bristol,friendsofpagepark.co.uk,01454 868000,"foppwebmaster@virginmedia.com,FOPPwebmaster@virginmedia.com",51.4815637,-2.498415,No,No,Park and Garden,4.4,-67,,48+ Photos,https://lh5.googleusercontent.com/p/AF1QipM-Xtpj_fz-nkpFMIqBuLqN4c0g-L5m8fqqjgDw=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Page+Park+Sensory+Garden/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487185563eacaf69:0x7d8c587de189c096!8m2!3d51.4815637!4d-2.498415?hl=en"
Okebourne Open Space Play Area51.5113794-2.6052373,parks,Okebourne Open Space Play Area,"7 Brewerton Cl, Bristol BS10 6QZ",7 Brewerton Cl,Bristol,BS10 6QZ,G96V+HW Bristol,bristol.gov.uk,0117 922 3719,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.5113794,-2.6052373,No,No,Park and Garden,3.9,-25,,22 Photos,https://lh5.googleusercontent.com/p/AF1QipO1ZNyOar4RKJSEXRBklT_g5CnfSTOukp7ZtTZq=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Okebourne+Open+Space+Play+Area/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487192213c16fa85:0x15740702aad55656!8m2!3d51.5113794!4d-2.6052373?hl=en"
Eastville Park Lake51.4767285-2.5542945,parks,Eastville Park Lake,Bristol BS5 6PX,Bristol BS5 6PX,Bristol,BS5 6PX,FCGW+M7 Bristol,,,,51.4767285,-2.5542945,No,No,Park and Garden,4.4,-33,,86+ Photos,https://lh5.googleusercontent.com/p/AF1QipOQoyqwlYQdjBNdiob-KxwVZbdgpKvXDGBnnDKY=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Eastville+Park+Lake/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e3200a8ba53:0xbe060e678871c45f!8m2!3d51.4767285!4d-2.5542945?hl=en"
"Keynsham Bandstand, Memorial Park51.414986-2.494862",parks,"Keynsham Bandstand, Memorial Park","Bath Hill, Keynsham, Bristol BS31 1HL",Keynsham,Bristol,BS31 1HL,"CG74+X3 Keynsham, Bristol",bathnes.gov.uk,0117 986 8683,,51.414986,-2.494862,No,No,Memorial park,4,-85,,56+ Photos,https://lh5.googleusercontent.com/p/AF1QipPbC7btEaizEzQHanhA7NM_HPFHHy9uGf363pTL=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Keynsham+Bandstand,+Memorial+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718f581e1c24bf:0x21d97d9f9c76f3d7!8m2!3d51.414986!4d-2.494862?hl=en"
Clifton Down51.4693402-2.6259781,parks,Clifton Down,"Stoke Rd, Bristol BS9 1FG",Stoke Rd,Bristol,BS9 1FG,F99F+PJ Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4693402,-2.6259781,No,No,Park and Garden,4.6,-1079,,8541+ Photos,https://lh5.googleusercontent.com/p/AF1QipPhGP-immC3vhhTqAHAPm-8Fff53B6qasA-3kCK=w426-h240-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Clifton+Down/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718d94d6d35345:0x5f152d541c5e409e!8m2!3d51.4693402!4d-2.6259781?hl=en"
Dame Emily Park51.4426272-2.6015513,parks,Dame Emily Park,"Booth Rd, Bristol BS3 1DL",Booth Rd,Bristol,BS3 1DL,C9VX+39 Bristol,bristol.gov.uk,0117 922 3719,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4426272,-2.6015513,No,No,Park and Garden,4.2,-101,,312+ Photos,https://lh5.googleusercontent.com/p/AF1QipNmlXyLgyyMJ1AHFozRmbTrPTjkuEsMgxYb7x8d=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Dame+Emily+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718c2c9760119b:0x2a1e3be594bcf270!8m2!3d51.4426272!4d-2.6015513?hl=en"
Cotham Gardens51.4673949-2.5986892,parks,Cotham Gardens,"33 Redland Grove, Bristol BS6 6PR",33 Redland Grove,Bristol,BS6 6PR,FC82+XG Bristol,bristol.gov.uk,0117 922 3719,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4673949,-2.5986892,No,No,Park and Garden,4.2,-88,,86+ Photos,https://lh5.googleusercontent.com/p/AF1QipNYf0Te-ecfnjFPQcpBL5fQ7x6d2-tnJfu6vjc2=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Cotham+Gardens/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718de1b532831d:0x50704dc4a7cb65dc!8m2!3d51.4673949!4d-2.5986892?hl=en"
Pen Park Hole51.5102708-2.5990572,parks,Pen Park Hole,"169 Pen Park Rd, Bristol BS10 6BU",169 Pen Park Rd,Bristol,BS10 6BU,GC62+49 Bristol,penparkhole.org.uk,,secretary@penparkhole.org.uk,51.5102708,-2.5990572,No,No,Park and Garden,3.9,-14,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipNVmzNDLHJpP-7HTbPUIu8WObLW2NIDfLZe-Vjq=w408-h544-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Pen+Park+Hole/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871918a5ea8270b:0x9b42bfd7aa379229!8m2!3d51.5102708!4d-2.5990572?hl=en"
Conham River Park51.4471207-2.5350807,parks,Conham River Park,"Conham Hill, Bristol BS15 3AW",Conham Hill,Bristol,BS15 3AW,CFW7+RX Bristol,southglos.gov.uk,,,51.4471207,-2.5350807,No,No,Park and Garden,4.6,-157,,535+ Photos,https://lh5.googleusercontent.com/p/AF1QipO9AXyV0aWPdgA1ZZRACY-DA-u78W6-yANrS77c=w408-h308-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Conham+River+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718fa82367fc81:0xe0094b778d25dcd6!8m2!3d51.4471207!4d-2.5350807?hl=en"
Lockleaze Youth & Play Space51.493228-2.5594252,parks,Lockleaze Youth & Play Space,"70 Hogarth Walk, Bristol BS7 9TB",70 Hogarth Walk,Bristol,BS7 9TB,FCVR+76 Bristol,groundwork.org.uk,0117 910 3930,info@groundwork.org.uk,51.493228,-2.5594252,No,No,Park and Garden,4.4,-35,,70+ Photos,https://lh5.googleusercontent.com/p/AF1QipOcm2qYCRwDvUJTj6-EHgIk8UrGVBjJ-c91La_k=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Lockleaze+Youth+%26+Play+Space/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487191d0d84b1c83:0x3d637d16cb20f8a!8m2!3d51.493228!4d-2.5594252?hl=en"
Quaker Burial Ground51.4486353-2.5908505,parks,Quaker Burial Ground,"Redcliffe Way, Bristol BS1 6SJ",Redcliffe Way,Bristol,BS1 6SJ,CCX5+FM Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4486353,-2.5908505,No,No,Park and Garden,3.8,-5,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipP0NRVwtVNSpeRCs2sZFPhKlbDG1DByYfc9c-30=w408-h272-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Quaker+Burial+Ground/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e7ec3d4177d:0x7d9c8a95cdef7462!8m2!3d51.4486353!4d-2.5908505?hl=en"
